gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,38,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,88.34,3333.25,Yes
Female,0,No,No,10,Two year,No,Mailed check,No,26.99,245.36,No
Male,0,Yes,No,44,One year,Fiber optic,Credit card (automatic),Yes,83.73,3701.28,No
Male,0,No,Yes,24,Month-to-month,DSL,Mailed check,Yes,52.25,1246.12,No
Female,0,No,Yes,63,Two year,Fiber optic,Credit card (automatic),Yes,70.53,4385.96,No
Female,0,No,No,19,Month-to-month,No,Mailed check,No,44.16,744.26,No
Male,0,No,No,63,Month-to-month,Fiber optic,Electronic check,No,105.49,6616.32,No
Male,0,No,Yes,50,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,97.77,4819.63,Yes
Male,0,Yes,No,9,One year,Fiber optic,Electronic check,No,88.98,759.05,No
Female,0,Yes,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,77.3,4230.43,No
Female,0,Yes,No,52,Two year,Fiber optic,Mailed check,Yes,81.56,4233.66,No
Female,0,No,No,33,Month-to-month,DSL,Credit card (automatic),Yes,72.68,2365.28,No
Female,0,No,No,11,Month-to-month,Fiber optic,Mailed check,No,57.62,743.4,Yes
Female,0,No,No,34,Two year,DSL,Mailed check,No,55.64,1828.73,No
Male,1,No,No,44,Month-to-month,Fiber optic,Bank transfer (automatic),No,93.81,4188.07,Yes
Male,0,Yes,No,9,Month-to-month,Fiber optic,Credit card (automatic),Yes,71.34,633.94,Yes
Female,0,No,No,24,Month-to-month,DSL,Electronic check,Yes,65.08,1529.06,Yes
Female,0,No,Yes,51,Month-to-month,DSL,Bank transfer (automatic),No,64.52,3320.1,No
Female,0,Yes,No,40,Month-to-month,No,Mailed check,Yes,18.0,697.36,No
Male,0,Yes,Yes,72,Month-to-month,DSL,Credit card (automatic),Yes,61.04,4354.8,No
Male,0,Yes,No,15,One year,DSL,Bank transfer (automatic),No,52.59,878.35,No
Male,0,Yes,Yes,56,Month-to-month,DSL,Credit card (automatic),Yes,64.99,3529.9,No
Male,1,No,No,31,Month-to-month,Fiber optic,Mailed check,Yes,93.04,2871.92,Yes
Female,0,No,Yes,16,One year,DSL,Mailed check,No,64.79,1046.1,No
Female,0,No,No,69,Month-to-month,No,Credit card (automatic),No,35.87,2545.51,No
Male,1,Yes,No,45,One year,Fiber optic,Electronic check,No,88.47,3961.07,No
Male,0,No,Yes,39,One year,DSL,Bank transfer (automatic),No,45.89,1922.65,No
Female,0,No,No,21,Month-to-month,Fiber optic,Credit card (automatic),Yes,84.63,1815.21,No
Male,0,Yes,No,64,Month-to-month,DSL,Credit card (automatic),No,50.44,3109.94,No
Female,0,No,No,2,Month-to-month,DSL,Bank transfer (automatic),No,72.38,72.07,Yes
Female,0,Yes,Yes,8,Month-to-month,Fiber optic,Mailed check,No,93.2,757.44,Yes
Male,0,Yes,No,13,Month-to-month,DSL,Credit card (automatic),Yes,68.16,828.95,Yes
Male,0,Yes,No,47,One year,No,Electronic check,Yes,55.56,2638.8,No
Female,0,Yes,No,7,One year,Fiber optic,Credit card (automatic),Yes,81.04,544.6,No
Female,0,No,No,58,Month-to-month,DSL,Electronic check,Yes,53.41,3038.09,Yes
Male,0,Yes,Yes,14,Two year,No,Bank transfer (automatic),No,30.76,382.37,No
Female,0,Yes,Yes,49,Month-to-month,Fiber optic,Mailed check,No,65.77,3265.48,No
Female,1,Yes,No,58,Two year,DSL,Credit card (automatic),Yes,41.72,2318.44,No
Female,0,Yes,Yes,64,Two year,Fiber optic,Bank transfer (automatic),No,92.45,5969.27,No
Male,0,Yes,Yes,21,Month-to-month,No,Credit card (automatic),Yes,18.26,437.15,No
Female,0,Yes,No,5,Month-to-month,Fiber optic,Credit card (automatic),No,72.1,343.93,Yes
Female,0,No,Yes,55,Month-to-month,Fiber optic,Credit card (automatic),No,83.78,4537.64,No
Male,0,Yes,Yes,32,Two year,Fiber optic,Electronic check,No,80.05,2589.5,No
Male,0,No,No,69,Month-to-month,DSL,Mailed check,No,70.63,4849.0,No
Female,0,Yes,No,13,Two year,DSL,Mailed check,No,60.73,713.68,No
Male,1,No,No,41,Month-to-month,Fiber optic,Electronic check,No,75.42,3187.61,Yes
Male,0,No,No,8,Month-to-month,No,Electronic check,Yes,46.66,329.06,No
Male,0,Yes,No,35,One year,Fiber optic,Electronic check,No,93.75,3207.48,No
Female,1,Yes,Yes,0,Month-to-month,DSL,Credit card (automatic),Yes,43.07,14.25,Yes
Female,1,No,No,54,Month-to-month,Fiber optic,Mailed check,Yes,88.03,4750.08,Yes
Male,0,Yes,Yes,44,Two year,DSL,Credit card (automatic),No,51.42,2336.75,No
Female,0,No,Yes,7,Month-to-month,DSL,Credit card (automatic),No,51.1,338.69,No
Male,0,Yes,No,36,Two year,Fiber optic,Electronic check,No,107.43,3849.13,No
Female,0,Yes,No,31,Two year,DSL,Credit card (automatic),Yes,61.49,1922.99,No
Female,0,No,No,49,Month-to-month,No,Electronic check,Yes,32.39,1597.06,No
Female,1,No,Yes,36,Month-to-month,Fiber optic,Mailed check,Yes,86.02,3108.2,Yes
Male,1,Yes,Yes,33,Month-to-month,Fiber optic,Credit card (automatic),No,95.49,3164.8,Yes
Female,0,No,No,60,One year,No,Mailed check,No,26.58,1603.08,No
Male,0,No,No,37,Two year,Fiber optic,Credit card (automatic),No,78.63,2888.48,No
Female,1,Yes,No,59,Two year,No,Bank transfer (automatic),Yes,42.88,2571.56,No
Male,1,Yes,Yes,64,Two year,No,Electronic check,No,18.0,1134.01,No
Male,0,Yes,Yes,61,Month-to-month,Fiber optic,Credit card (automatic),Yes,96.89,5950.46,No
Male,0,Yes,No,69,Month-to-month,DSL,Electronic check,No,40.74,2880.3,No
Female,0,No,No,50,Month-to-month,DSL,Bank transfer (automatic),Yes,57.05,2818.66,No
Male,0,Yes,Yes,41,Two year,No,Mailed check,Yes,18.0,858.22,No
Female,0,Yes,Yes,38,Month-to-month,DSL,Electronic check,Yes,47.32,1762.72,Yes
Male,1,No,Yes,14,Month-to-month,No,Bank transfer (automatic),No,50.57,672.74,No
Male,1,No,Yes,60,Month-to-month,DSL,Mailed check,Yes,72.53,4379.01,No
Female,1,No,No,50,Month-to-month,Fiber optic,Electronic check,Yes,98.82,4962.87,No
Male,0,No,Yes,63,Month-to-month,DSL,Bank transfer (automatic),No,42.61,2688.16,No
Female,0,Yes,No,51,Month-to-month,No,Electronic check,No,22.39,1182.67,No
Female,0,No,No,35,Two year,DSL,Bank transfer (automatic),No,64.08,2255.38,No
Male,0,Yes,No,21,One year,Fiber optic,Electronic check,Yes,93.58,2068.55,No
Male,0,Yes,No,71,Month-to-month,No,Credit card (automatic),No,25.41,1801.15,No
Male,0,Yes,Yes,53,One year,DSL,Credit card (automatic),Yes,53.05,2769.08,No
Female,0,No,Yes,63,Month-to-month,DSL,Credit card (automatic),Yes,46.42,2897.12,No
Female,0,No,No,42,One year,No,Credit card (automatic),Yes,54.9,2329.32,No
Male,0,Yes,No,37,Month-to-month,No,Electronic check,Yes,29.3,1108.42,No
Male,0,No,Yes,2,One year,DSL,Bank transfer (automatic),Yes,60.38,131.07,No
Male,0,No,No,5,Month-to-month,Fiber optic,Electronic check,Yes,86.0,387.54,Yes
Male,0,Yes,Yes,51,Month-to-month,DSL,Electronic check,Yes,73.27,3792.07,No
Female,0,No,Yes,16,One year,DSL,Mailed check,No,48.57,873.98,No
Female,1,Yes,No,5,One year,Fiber optic,Mailed check,Yes,99.02,496.56,No
Male,0,No,No,56,One year,DSL,Mailed check,Yes,44.66,2591.23,No
Female,0,Yes,No,45,Month-to-month,Fiber optic,Electronic check,Yes,98.99,4497.8,No
Male,0,Yes,No,8,Month-to-month,DSL,Mailed check,No,39.42,426.27,No
Male,0,Yes,Yes,36,One year,No,Electronic check,No,33.75,1238.46,No
Female,0,Yes,Yes,34,Month-to-month,Fiber optic,Electronic check,Yes,104.51,3560.01,Yes
Female,0,No,No,0,Month-to-month,DSL,Mailed check,No,68.37,42.12,Yes
Female,0,No,No,44,Month-to-month,No,Electronic check,No,40.05,1740.74,No
Male,0,Yes,No,28,Month-to-month,No,Credit card (automatic),No,22.42,648.09,No
Male,0,No,Yes,64,Month-to-month,DSL,Credit card (automatic),Yes,51.18,3342.21,No
Male,0,No,No,8,Month-to-month,No,Credit card (automatic),Yes,51.13,450.04,No
Male,0,No,No,61,One year,DSL,Electronic check,Yes,65.67,4004.2,No
Female,0,No,No,0,One year,DSL,Mailed check,Yes,70.68,10.02,No
Female,0,Yes,No,55,Two year,Fiber optic,Credit card (automatic),Yes,85.89,4761.59,No
Male,1,Yes,No,57,One year,DSL,Bank transfer (automatic),No,56.62,3263.52,No
Female,0,No,No,29,Month-to-month,Fiber optic,Mailed check,Yes,94.2,2769.3,No
Male,0,No,No,20,Two year,Fiber optic,Credit card (automatic),Yes,88.11,1779.22,No
Female,0,No,Yes,10,One year,No,Mailed check,No,32.96,288.38,No
Male,0,No,No,24,Month-to-month,DSL,Credit card (automatic),No,43.03,999.51,No
Male,0,Yes,No,48,Month-to-month,DSL,Electronic check,Yes,71.45,3452.51,Yes
Female,0,No,No,52,One year,Fiber optic,Bank transfer (automatic),No,90.28,4736.15,No
Male,1,Yes,No,13,One year,DSL,Electronic check,Yes,52.72,720.52,No
Male,0,Yes,No,0,One year,No,Credit card (automatic),Yes,49.15,0.0,No
Male,0,Yes,Yes,40,One year,Fiber optic,Mailed check,Yes,87.93,3509.47,No
Male,1,Yes,No,42,Two year,No,Electronic check,Yes,38.16,1544.04,No
Male,0,No,No,71,Two year,Fiber optic,Credit card (automatic),No,95.61,6718.51,Yes
Male,0,Yes,No,55,One year,DSL,Credit card (automatic),Yes,68.02,3745.42,No
Female,0,No,No,40,Two year,DSL,Credit card (automatic),No,63.52,2608.87,No
Female,0,No,No,43,Two year,Fiber optic,Mailed check,Yes,82.74,3562.68,No
Male,0,No,Yes,47,Month-to-month,No,Electronic check,No,58.8,2859.19,No
Male,0,No,No,32,One year,DSL,Electronic check,Yes,51.19,1630.02,No
Female,1,Yes,No,49,Month-to-month,DSL,Electronic check,No,68.95,3380.19,Yes
Female,0,Yes,No,14,Month-to-month,Fiber optic,Electronic check,Yes,83.99,1126.36,Yes
Female,0,Yes,No,60,Month-to-month,DSL,Electronic check,No,65.46,3910.03,No
Female,0,Yes,No,62,Month-to-month,Fiber optic,Bank transfer (automatic),No,99.8,6128.17,No
Female,0,No,No,31,Month-to-month,DSL,Credit card (automatic),No,56.26,1666.83,Yes
Male,0,Yes,No,33,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,92.22,2984.68,Yes
Male,0,Yes,Yes,36,Month-to-month,Fiber optic,Electronic check,No,88.19,3178.98,No
Female,0,Yes,Yes,59,One year,No,Bank transfer (automatic),No,27.3,1574.12,No
Female,0,No,No,12,Two year,Fiber optic,Electronic check,Yes,100.1,1176.17,Yes
Male,0,No,Yes,24,Two year,DSL,Mailed check,No,68.53,1665.32,No
Female,0,Yes,No,44,Month-to-month,No,Credit card (automatic),No,29.79,1233.12,No
Male,0,No,Yes,50,Month-to-month,No,Electronic check,No,48.24,2416.21,No
Female,0,No,No,21,Two year,Fiber optic,Credit card (automatic),Yes,75.02,1617.89,No
Female,0,No,Yes,8,Month-to-month,No,Mailed check,Yes,34.65,323.95,Yes
Male,0,Yes,Yes,37,Two year,No,Bank transfer (automatic),Yes,29.85,1130.25,No
Male,0,No,No,46,One year,DSL,Mailed check,No,69.02,3172.12,No
Male,0,Yes,No,55,Month-to-month,Fiber optic,Electronic check,No,79.24,4327.22,No
Female,0,Yes,Yes,0,Month-to-month,Fiber optic,Mailed check,Yes,94.1,0.0,Yes
Female,0,No,Yes,1,Month-to-month,Fiber optic,Mailed check,Yes,92.13,174.81,Yes
Male,0,No,Yes,28,Month-to-month,No,Bank transfer (automatic),Yes,30.5,867.57,No
Male,0,Yes,No,41,Month-to-month,Fiber optic,Electronic check,Yes,106.96,4379.88,Yes
Female,0,No,Yes,0,Two year,DSL,Credit card (automatic),No,51.06,28.18,No
Male,0,Yes,No,12,One year,No,Bank transfer (automatic),No,18.09,219.59,No
Male,0,No,No,30,Month-to-month,Fiber optic,Credit card (automatic),Yes,95.27,2869.49,No
Male,0,No,No,20,Month-to-month,DSL,Credit card (automatic),Yes,34.21,671.81,No
Female,0,No,No,51,Month-to-month,No,Bank transfer (automatic),Yes,52.9,2677.25,No
Female,1,No,Yes,2,Month-to-month,Fiber optic,Electronic check,No,86.22,222.24,Yes
Male,0,No,No,64,One year,Fiber optic,Bank transfer (automatic),No,67.88,4246.56,Yes
Female,1,No,No,12,One year,Fiber optic,Credit card (automatic),Yes,73.62,907.35,Yes
Female,0,No,Yes,32,Two year,No,Electronic check,Yes,18.0,552.16,No
Male,1,No,No,72,Month-to-month,DSL,Mailed check,No,64.59,4555.55,No
Female,1,Yes,No,48,Month-to-month,DSL,Electronic check,No,44.08,2066.97,No
Female,0,No,No,72,Two year,Fiber optic,Credit card (automatic),Yes,91.03,6552.0,No
Male,0,Yes,No,1,One year,No,Credit card (automatic),Yes,31.34,36.42,No
Male,1,No,Yes,52,One year,DSL,Electronic check,No,54.3,2860.37,No
Female,1,Yes,No,5,Month-to-month,DSL,Credit card (automatic),No,66.11,370.96,Yes
Female,1,Yes,No,44,Two year,No,Mailed check,No,42.48,1791.88,No
Male,0,No,No,23,Month-to-month,Fiber optic,Credit card (automatic),Yes,98.75,2290.12,Yes
Female,0,Yes,Yes,56,Month-to-month,Fiber optic,Electronic check,Yes,77.39,4370.53,No
Female,1,Yes,Yes,9,Two year,Fiber optic,Electronic check,Yes,84.64,772.73,No
Male,0,No,No,65,Month-to-month,Fiber optic,Bank transfer (automatic),No,77.38,5054.57,Yes
Female,0,Yes,Yes,35,Two year,Fiber optic,Credit card (automatic),No,86.96,2946.83,No
Male,0,Yes,Yes,37,Month-to-month,Fiber optic,Electronic check,Yes,75.66,2749.93,Yes
Female,0,No,No,41,Month-to-month,Fiber optic,Electronic check,No,79.91,3344.65,No
Male,0,Yes,No,2,Month-to-month,DSL,Mailed check,No,54.97,95.96,No
Male,0,Yes,Yes,22,Two year,No,Electronic check,Yes,38.52,958.6,No
Female,0,Yes,No,51,One year,DSL,Credit card (automatic),No,60.04,2997.89,No
Male,0,Yes,No,70,Month-to-month,No,Bank transfer (automatic),No,41.08,2953.48,No
Female,1,Yes,No,71,Month-to-month,DSL,Bank transfer (automatic),Yes,58.72,4138.3,No
Male,0,Yes,Yes,39,Month-to-month,DSL,Mailed check,No,53.04,2111.8,No
Female,0,No,Yes,18,Month-to-month,DSL,Bank transfer (automatic),Yes,62.3,1106.55,No
Female,0,No,No,34,One year,DSL,Bank transfer (automatic),No,48.99,1671.57,No
Female,1,Yes,Yes,33,Month-to-month,Fiber optic,Bank transfer (automatic),No,91.83,3060.16,No
Male,0,Yes,No,28,Month-to-month,Fiber optic,Mailed check,No,81.57,2253.42,No
Male,0,No,Yes,26,Month-to-month,No,Bank transfer (automatic),No,37.45,1013.87,No
Female,0,No,No,63,One year,Fiber optic,Bank transfer (automatic),Yes,87.64,5508.04,Yes
Female,0,Yes,No,28,One year,Fiber optic,Bank transfer (automatic),Yes,104.22,2927.02,No
Female,0,Yes,No,2,One year,DSL,Credit card (automatic),No,64.58,0.0,Yes
Male,1,Yes,No,52,One year,No,Mailed check,Yes,35.88,1848.82,No
Female,0,No,No,48,Two year,DSL,Credit card (automatic),No,51.69,2544.37,No
Male,0,No,No,27,Month-to-month,DSL,Electronic check,Yes,69.63,1914.71,No
Male,1,No,No,45,Two year,DSL,Mailed check,Yes,56.76,2598.42,No
Female,0,Yes,No,68,One year,DSL,Mailed check,Yes,41.69,2837.87,No
Male,1,Yes,No,67,Month-to-month,Fiber optic,Credit card (automatic),No,82.66,5621.96,No
Female,0,Yes,No,57,Two year,DSL,Electronic check,Yes,62.3,3565.4,No
Male,0,Yes,No,42,One year,DSL,Electronic check,No,50.18,2074.47,No
Male,1,Yes,Yes,2,One year,No,Mailed check,Yes,33.58,109.92,No
Male,0,No,No,37,Month-to-month,DSL,Credit card (automatic),No,59.14,2234.39,No
Female,0,Yes,No,59,Month-to-month,Fiber optic,Mailed check,No,84.33,5006.9,No
Female,1,No,No,61,Two year,Fiber optic,Bank transfer (automatic),Yes,99.82,6068.61,No
Female,0,Yes,No,56,Month-to-month,No,Electronic check,Yes,19.26,1092.71,No
Female,0,Yes,No,72,Month-to-month,Fiber optic,Credit card (automatic),Yes,109.41,7946.87,No
Female,0,No,No,37,Month-to-month,DSL,Credit card (automatic),Yes,59.61,2229.3,Yes
Female,0,No,Yes,8,Month-to-month,No,Electronic check,No,41.96,261.81,No
Female,0,Yes,No,36,Two year,Fiber optic,Bank transfer (automatic),Yes,86.53,3083.79,No
Male,0,No,Yes,23,One year,DSL,Electronic check,No,39.29,869.85,No
Male,0,Yes,No,60,Two year,Fiber optic,Bank transfer (automatic),No,72.32,4301.55,No
Male,0,Yes,Yes,56,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,78.71,4302.12,Yes
Male,0,Yes,No,31,Month-to-month,DSL,Credit card (automatic),No,71.92,2324.19,No
Female,1,Yes,Yes,28,Month-to-month,Fiber optic,Electronic check,No,68.39,1871.05,Yes
Male,0,No,No,11,Month-to-month,DSL,Mailed check,Yes,49.73,506.85,No
Male,1,Yes,No,3,One year,Fiber optic,Bank transfer (automatic),No,86.98,163.85,Yes
Female,0,No,No,22,Month-to-month,No,Mailed check,No,40.67,938.16,No
Female,1,No,Yes,17,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,90.31,1530.77,Yes
Female,0,Yes,Yes,19,Two year,No,Electronic check,Yes,23.19,423.1,No
Male,0,Yes,No,72,One year,DSL,Electronic check,No,40.82,2924.44,No
Male,1,Yes,No,49,Month-to-month,No,Bank transfer (automatic),Yes,41.47,2061.36,No
Female,0,No,No,40,One year,No,Bank transfer (automatic),No,52.2,2063.9,No
Male,0,No,No,13,Month-to-month,Fiber optic,Electronic check,Yes,80.86,951.69,Yes
Male,0,No,No,61,Two year,DSL,Credit card (automatic),No,46.26,2757.51,No
Male,0,Yes,No,47,One year,DSL,Credit card (automatic),Yes,54.84,2510.37,No
Female,0,Yes,No,37,Month-to-month,DSL,Electronic check,Yes,64.73,2408.73,Yes
Female,0,No,No,34,Month-to-month,Fiber optic,Mailed check,No,82.2,2841.38,Yes
Female,0,Yes,No,40,Month-to-month,No,Bank transfer (automatic),Yes,51.89,2148.74,No
Female,0,No,No,61,One year,Fiber optic,Mailed check,Yes,96.1,5780.33,No
Female,0,Yes,Yes,52,Month-to-month,DSL,Mailed check,Yes,62.21,3266.04,No
Male,0,Yes,Yes,35,One year,DSL,Bank transfer (automatic),Yes,36.55,1248.43,No
Female,0,No,No,48,Month-to-month,Fiber optic,Credit card (automatic),Yes,76.69,3827.43,Yes
Male,0,No,No,67,Month-to-month,Fiber optic,Mailed check,Yes,78.42,5323.57,No
Male,0,No,No,23,Month-to-month,DSL,Electronic check,No,51.04,1259.03,Yes
Female,0,Yes,No,65,Month-to-month,Fiber optic,Bank transfer (automatic),No,87.29,5713.96,No
Male,0,No,Yes,44,Month-to-month,DSL,Bank transfer (automatic),No,62.54,2770.74,Yes
Male,0,No,Yes,13,One year,Fiber optic,Bank transfer (automatic),No,64.91,823.72,Yes
Male,0,No,No,70,Two year,Fiber optic,Bank transfer (automatic),Yes,94.66,6595.9,No
Female,0,No,No,50,Month-to-month,DSL,Credit card (automatic),Yes,60.19,2969.67,No
Male,0,No,Yes,28,One year,Fiber optic,Bank transfer (automatic),No,89.29,2531.05,Yes
Male,0,No,No,15,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,93.94,1487.09,No
Female,0,Yes,No,66,One year,Fiber optic,Mailed check,Yes,75.8,4984.72,No
Male,0,Yes,No,60,Month-to-month,No,Mailed check,Yes,50.11,2970.29,No
Female,0,No,No,3,One year,Fiber optic,Mailed check,No,83.3,175.72,Yes
Female,0,Yes,No,46,Month-to-month,DSL,Mailed check,Yes,78.15,3607.16,No
Female,0,Yes,No,8,Month-to-month,No,Bank transfer (automatic),Yes,24.27,255.65,No
Male,0,No,No,21,One year,No,Bank transfer (automatic),Yes,52.26,1161.4,No
Male,0,Yes,No,41,Month-to-month,DSL,Credit card (automatic),No,49.15,2084.16,No
Male,0,No,No,18,Month-to-month,No,Mailed check,Yes,65.59,1201.31,Yes
Female,0,No,Yes,37,Month-to-month,Fiber optic,Bank transfer (automatic),No,73.58,2726.9,Yes
Male,0,Yes,No,31,Two year,DSL,Mailed check,Yes,72.68,2317.16,No
Male,1,No,No,42,Month-to-month,Fiber optic,Mailed check,Yes,80.65,3331.85,Yes
Male,0,Yes,No,58,Month-to-month,DSL,Electronic check,Yes,68.58,3955.61,No
Female,0,No,Yes,11,Two year,Fiber optic,Mailed check,Yes,84.51,1015.19,No
Male,0,No,No,58,One year,No,Bank transfer (automatic),Yes,21.91,1216.77,No
Female,0,Yes,Yes,16,Month-to-month,Fiber optic,Electronic check,No,51.44,821.29,No
Male,0,Yes,No,2,One year,Fiber optic,Electronic check,Yes,115.09,261.75,Yes
Male,0,Yes,No,32,Month-to-month,DSL,Mailed check,No,60.88,1952.18,No
Male,1,Yes,No,22,Month-to-month,Fiber optic,Credit card (automatic),Yes,49.68,1150.38,No
Female,1,Yes,No,13,Month-to-month,No,Electronic check,Yes,38.63,578.49,No
Male,0,No,Yes,30,One year,DSL,Electronic check,No,68.28,2072.23,No
Male,0,Yes,No,63,Two year,Fiber optic,Mailed check,No,76.42,4883.9,No
Female,0,No,No,42,Month-to-month,Fiber optic,Mailed check,Yes,76.5,3166.56,Yes
Female,0,Yes,No,53,Month-to-month,Fiber optic,Credit card (automatic),Yes,84.76,4484.5,Yes
Female,0,No,No,10,Month-to-month,Fiber optic,Electronic check,No,99.43,1114.57,Yes
Female,1,Yes,No,5,Month-to-month,Fiber optic,Mailed check,Yes,86.2,528.14,Yes
Male,0,Yes,No,24,Month-to-month,Fiber optic,Mailed check,No,102.56,2397.56,No
Female,0,No,No,56,One year,Fiber optic,Electronic check,No,98.57,5519.54,No
Male,1,Yes,No,64,Month-to-month,Fiber optic,Mailed check,Yes,82.25,5271.1,No
Female,0,No,No,7,Two year,Fiber optic,Mailed check,No,66.15,483.9,No
Female,0,Yes,No,34,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,82.28,2861.22,No
Female,1,No,No,28,Month-to-month,No,Credit card (automatic),No,41.32,1248.86,Yes
Female,0,No,No,54,Month-to-month,DSL,Electronic check,No,60.72,3280.68,No
Female,0,No,No,15,One year,DSL,Mailed check,No,67.61,1070.3,No
Female,0,Yes,No,35,Month-to-month,No,Mailed check,No,45.36,1620.05,No
Female,1,Yes,No,62,Month-to-month,DSL,Credit card (automatic),No,66.37,4113.9,No
Male,0,Yes,Yes,33,Month-to-month,No,Electronic check,Yes,31.7,961.06,No
Male,0,Yes,No,57,One year,Fiber optic,Mailed check,Yes,91.24,5251.52,No
Male,0,Yes,No,45,Two year,No,Mailed check,Yes,61.83,2812.42,No
Female,0,No,No,43,Month-to-month,Fiber optic,Mailed check,Yes,67.12,2905.7,Yes
Male,1,No,Yes,18,Month-to-month,No,Credit card (automatic),No,40.85,686.19,Yes
Male,0,No,Yes,72,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,106.98,7800.81,No
Male,1,Yes,No,18,Month-to-month,Fiber optic,Mailed check,No,70.9,1283.91,No
Female,0,Yes,Yes,67,Two year,Fiber optic,Credit card (automatic),Yes,97.01,6442.82,No
Female,0,No,No,72,Month-to-month,DSL,Credit card (automatic),Yes,73.62,5235.28,No
Female,1,Yes,No,37,One year,DSL,Electronic check,Yes,42.28,1598.15,No
Male,0,Yes,No,63,Two year,No,Mailed check,No,43.55,2778.91,No
Male,0,Yes,Yes,52,One year,DSL,Mailed check,Yes,56.74,2927.55,No
Male,1,No,No,53,Month-to-month,Fiber optic,Mailed check,Yes,84.27,4489.69,Yes
Male,0,No,No,5,One year,Fiber optic,Mailed check,Yes,81.1,438.88,Yes
Male,0,Yes,No,10,Month-to-month,DSL,Credit card (automatic),No,75.75,764.52,Yes
Female,1,No,Yes,5,Month-to-month,No,Credit card (automatic),Yes,33.65,133.21,No
Female,0,Yes,Yes,2,Two year,DSL,Electronic check,No,54.44,156.95,No
Female,0,Yes,No,61,Month-to-month,Fiber optic,Credit card (automatic),Yes,79.64,4900.13,No
Male,0,No,No,12,Month-to-month,Fiber optic,Credit card (automatic),Yes,80.91,999.28,Yes
Male,0,Yes,Yes,0,Month-to-month,DSL,Mailed check,No,47.05,0.0,Yes
